ORF code	Gene name	dN	dS	dN/dS
YLR260W	LCB5	0.028	0.457	0.062
YJL027C		0.028	0.039	0.732
YOR165W	SEY1	0.028	0.348	0.081
YIL042C	PKP1	0.028	0.332	0.085
YDR067C	OCA6	0.028	0.568	0.050
YPL098C	MGR2	0.028	0.240	0.118
YKR088C	TVP38	0.028	0.343	0.082
YDL234C	GYP7	0.028	0.265	0.107
YJL183W	MNN11	0.028	0.317	0.089
YDL018C	ERP3	0.028	0.336	0.084
YPR154W	PIN3	0.028	0.392	0.072
YPL095C	EEB1	0.028	0.369	0.077
YDR496C	PUF6	0.028	0.328	0.087
YBR176W	ECM31	0.028	0.446	0.064
YHR115C	DMA1	0.028	0.238	0.119
YAL017W	PSK1	0.028	0.377	0.075
YBL018C	POP8	0.028	0.198	0.144
YJL208C	NUC1	0.029	0.452	0.063
YOR160W	MTR10	0.029	0.377	0.076
YBR169C	SSE2	0.029	0.535	0.053
YFR031C	SMC2	0.029	0.329	0.087
YGR002C	SWC4	0.029	0.401	0.071
YHL029C	OCA5	0.029	0.310	0.092
YNR060W	FRE4	0.029	0.260	0.110
YDR142C	PEX7	0.029	0.482	0.059
YJR126C	VPS70	0.029	0.337	0.085
YOL066C	RIB2	0.029	0.477	0.060
YIL076W	SEC28	0.029	0.297	0.096
YDR468C	TLG1	0.029	0.404	0.071
YER046W	SPO73	0.029	0.467	0.061
YDR489W	SLD5	0.029	0.365	0.079
YBR173C	UMP1	0.029	0.254	0.113
YPL043W	NOP4	0.029	0.372	0.077
YIR023W	DAL81	0.029	0.359	0.080
YKL025C	PAN3	0.029	0.286	0.100
YNL160W	YGP1	0.029	0.323	0.089
YOR384W	FRE5	0.029	0.240	0.120
YDL157C		0.029	0.210	0.137
YJL159W	HSP150	0.029	0.378	0.076
YMR076C	PDS5	0.029	0.389	0.074
YCL064C	CHA1	0.029	0.446	0.065
YLR407W		0.029	0.466	0.062
YDL212W	SHR3	0.029	0.405	0.071
YOR363C	PIP2	0.029	0.418	0.069
YER141W	COX15	0.029	0.391	0.074
YHR066W	SSF1	0.029	0.354	0.082
YDR503C	LPP1	0.029	0.445	0.065
YGL195W	GCN1	0.029	0.373	0.078
YGL144C	ROG1	0.029	0.413	0.070
YNL163C	RIA1	0.029	0.374	0.077
YMR208W	ERG12	0.029	0.497	0.058
YML058W	SML1	0.029	0.268	0.108
YOR209C	NPT1	0.029	0.432	0.067
YDR231C	COX20	0.029	0.287	0.101
YOR311C	HSD1	0.029	0.276	0.105
YIL003W	CFD1	0.029	0.356	0.082
YLR285W	NNT1	0.029	0.387	0.075
YBL105C	PKC1	0.029	0.414	0.070
YNL153C	GIM3	0.029	0.231	0.126
YML072C	TCB3	0.029	0.378	0.077
YDL060W	TSR1	0.029	0.415	0.070
YGR058W	PEF1	0.029	0.422	0.069
YNL264C	PDR17	0.029	0.322	0.091
YEL002C	WBP1	0.029	0.318	0.092
YIR010W	DSN1	0.029	0.277	0.105
YML116W	ATR1	0.029	0.417	0.070
YNL131W	TOM22	0.029	0.305	0.096
YDR403W	DIT1	0.029	0.335	0.087
YPR163C	TIF3	0.029	0.417	0.070
YKL065C	YET1	0.029	0.202	0.145
YLR002C	NOC3	0.029	0.321	0.092
YEL061C	CIN8	0.029	0.358	0.082
YJL196C	ELO1	0.029	0.264	0.111
YLR251W	SYM1	0.030	0.329	0.090
YBR244W	GPX2	0.030	0.332	0.089
YDL113C	ATG20	0.030	0.312	0.095
YDR191W	HST4	0.030	0.378	0.078
YAL022C	FUN26	0.030	0.392	0.075
YOR004W	UTP23	0.030	0.248	0.119
YER020W	GPA2	0.030	0.405	0.073
YDL218W		0.030	0.439	0.067
YPR022C		0.030	0.434	0.068
YMR012W	CLU1	0.030	0.356	0.083
YGR274C	TAF1	0.030	0.422	0.070
YKL176C	LST4	0.030	0.416	0.071
YOR194C	TOA1	0.030	0.334	0.089
YLR433C	CNA1	0.030	0.296	0.100
YJR132W	NMD5	0.030	0.329	0.090
YOR306C	MCH5	0.030	0.448	0.066
YJL109C	UTP10	0.030	0.333	0.089
YKL027W		0.030	0.346	0.086
YJR138W	IML1	0.030	0.365	0.081
YIL135C	VHS2	0.030	0.273	0.109
YJL030W	MAD2	0.030	0.283	0.105
YGR246C	BRF1	0.030	0.435	0.068
YOR243C	PUS7	0.030	0.356	0.084
YKL167C	MRP49	0.030	0.428	0.070
YHR084W	STE12	0.030	0.407	0.073
YBL086C		0.030	0.423	0.070
YGR287C		0.030	0.460	0.065
YPL173W	MRPL40	0.030	0.264	0.113
YDR255C	RMD5	0.030	0.272	0.110
YIL124W	AYR1	0.030	0.521	0.057
YMR188C	MRPS17	0.030	0.432	0.069
YPL254W	HFI1	0.030	0.497	0.060
YDR235W	PRP42	0.030	0.303	0.099
YMR092C	AIP1	0.030	0.433	0.069
YLR026C	SED5	0.030	0.362	0.083
YKL137W	CMC1	0.030	0.402	0.075
YPL063W	TIM50	0.030	0.338	0.089
YMR239C	RNT1	0.030	0.390	0.077
YJL156C	SSY5	0.030	0.403	0.074
YNL197C	WHI3	0.030	0.418	0.072
YDL048C	STP4	0.030	0.394	0.076
YHR041C	SRB2	0.030	0.488	0.062
YIL133C	RPL16A	0.030	0.181	0.167
YCL031C	RRP7	0.030	0.256	0.117
YLR395C	COX8	0.030	0.122	0.247
YPL172C	COX10	0.030	0.396	0.076
YOR036W	PEP12	0.030	0.388	0.078
YHR073W	OSH3	0.030	0.406	0.074
YKR030W	GMH1	0.030	0.325	0.093
YLR248W	RCK2	0.030	0.311	0.097
YFR048W	RMD8	0.030	0.368	0.082
YOL096C	COQ3	0.030	0.412	0.073
YML074C	FPR3	0.030	0.320	0.094
YCR094W	CDC50	0.030	0.322	0.094
YNL257C	SIP3	0.030	0.396	0.076
YOR010C	TIR2	0.030	0.316	0.096
YPL119C	DBP1	0.030	0.521	0.058
YHR108W	GGA2	0.030	0.367	0.083
YBL011W	SCT1	0.030	0.323	0.094
YCR046C	IMG1	0.030	0.442	0.069
YJL151C	SNA3	0.030	0.445	0.068
YPL059W	GRX5	0.030	0.317	0.096
YMR169C	ALD3	0.030	0.581	0.052
YLR420W	URA4	0.030	0.311	0.098
YKL129C	MYO3	0.030	0.413	0.074
YBL025W	RRN10	0.030	0.319	0.095
YNL246W	VPS75	0.031	0.370	0.082
YHR031C	RRM3	0.031	0.374	0.082
YJR159W	SOR1	0.031	0.386	0.079
YLR310C	CDC25	0.031	0.387	0.079
YPL127C	HHO1	0.031	0.245	0.124
YNR015W	SMM1	0.031	0.319	0.096
YPL214C	THI6	0.031	0.457	0.067
YBR159W	IFA38	0.031	0.394	0.078
YBR195C	MSI1	0.031	0.327	0.094
YBL038W	MRPL16	0.031	0.361	0.085
YML080W	DUS1	0.031	0.426	0.072
YKL024C	URA6	0.031	0.459	0.067
YFR045W		0.031	0.459	0.067
YJL149W		0.031	0.383	0.080
YDR055W	PST1	0.031	0.340	0.090
YDR003W	RCR2	0.031	0.307	0.100
YKL021C	MAK11	0.031	0.398	0.077
YIL020C	HIS6	0.031	0.335	0.092
YNL298W	CLA4	0.031	0.343	0.090
YDR398W	UTP5	0.031	0.317	0.097
YDR462W	MRPL28	0.031	0.337	0.091
YNL180C	RHO5	0.031	0.252	0.122
YAR008W	SEN34	0.031	0.257	0.119
YCR020W-B	HTL1	0.031	0.236	0.130
YGR165W	MRPS35	0.031	0.317	0.097
YLR085C	ARP6	0.031	0.350	0.088
YML061C	PIF1	0.031	0.347	0.089
YKL179C	COY1	0.031	0.427	0.072
YDR507C	GIN4	0.031	0.463	0.067
YKL015W	PUT3	0.031	0.375	0.082
YCR021C	HSP30	0.031	0.313	0.098
YGR101W	PCP1	0.031	0.378	0.081
YER155C	BEM2	0.031	0.368	0.084
YMR244W		0.031	0.556	0.055
YOR090C	PTC5	0.031	0.405	0.076
YGL018C	JAC1	0.031	0.396	0.078
YDR108W	GSG1	0.031	0.433	0.071
YDR437W	GPI19	0.031	0.358	0.086
YPL092W	SSU1	0.031	0.298	0.104
YNL085W	MKT1	0.031	0.360	0.086
YPL126W	NAN1	0.031	0.334	0.093
YBR240C	THI2	0.031	0.316	0.098
YDL008W	APC11	0.031	0.337	0.092
YMR104C	YPK2	0.031	0.436	0.071
YDL013W	SLX5	0.031	0.332	0.093
YOL101C	IZH4	0.031	0.285	0.109
YLR373C	VID22	0.031	0.334	0.093
YKL099C	UTP11	0.031	0.229	0.136
YCR079W	PTC6	0.031	0.306	0.102
YDL195W	SEC31	0.031	0.315	0.099
YJL039C	NUP192	0.031	0.372	0.084
YDR347W	MRP1	0.031	0.382	0.082
YOR045W	TOM6	0.031	0.153	0.205
YKR051W		0.031	0.390	0.080
YNL201C	PSY2	0.031	0.347	0.090
YDR292C	SRP101	0.031	0.363	0.086
YLR045C	STU2	0.031	0.312	0.101
YCL057W	PRD1	0.032	0.349	0.090
YKL040C	NFU1	0.032	0.262	0.120
YNL072W	RNH201	0.032	0.383	0.082
YKR067W	GPT2	0.032	0.473	0.067
YGL095C	VPS45	0.032	0.379	0.083
YMR264W	CUE1	0.032	0.252	0.125
YOR286W	FMP31	0.032	0.494	0.064
YOR038C	HIR2	0.032	0.289	0.109
YBR270C	BIT2	0.032	0.347	0.091
YMR162C	DNF3	0.032	0.350	0.090
YNL062C	GCD10	0.032	0.481	0.066
YDL077C	VAM6	0.032	0.326	0.097
YGL258W	VEL1	0.032	0.377	0.084
YLR390W-A	CCW14	0.032	0.248	0.127
YPR033C	HTS1	0.032	0.363	0.087
YMR231W	PEP5	0.032	0.394	0.080
YOL034W	SMC5	0.032	0.610	0.052
YER168C	CCA1	0.032	0.334	0.095
YAR042W	SWH1	0.032	0.381	0.084
YOR106W	VAM3	0.032	0.372	0.085
YCR017C	CWH43	0.032	0.384	0.083
YGL141W	HUL5	0.032	0.411	0.077
YLR401C	DUS3	0.032	0.392	0.081
YDR166C	SEC5	0.032	0.313	0.102
YOR383C	FIT3	0.032	0.302	0.105
YBR047W	FMP23	0.032	0.332	0.096
YLR025W	SNF7	0.032	0.332	0.096
YPR008W	HAA1	0.032	0.306	0.104
YOR206W	NOC2	0.032	0.367	0.087
YGL246C	RAI1	0.032	0.436	0.073
YDR268W	MSW1	0.032	0.387	0.083
YNL212W	VID27	0.032	0.381	0.084
YNL218W	MGS1	0.032	0.452	0.071
YKL188C	PXA2	0.032	0.432	0.074
YGR119C	NUP57	0.032	0.384	0.083
YKR069W	MET1	0.032	0.360	0.089
YNL002C	RLP7	0.032	0.300	0.107
YLR205C	HMX1	0.032	0.242	0.132
YLR201C	COQ9	0.032	0.303	0.106
YHL007C	STE20	0.032	0.333	0.096
YMR222C	FSH2	0.032	0.368	0.087
YPR175W	DPB2	0.032	0.316	0.102
YJL029C	VPS53	0.032	0.334	0.096
YLR055C	SPT8	0.032	0.415	0.077
YBR020W	GAL1	0.032	0.375	0.086
YGR178C	PBP1	0.032	0.329	0.098
YCR065W	HCM1	0.032	0.321	0.100
YGR215W	RSM27	0.032	0.359	0.090
YOR250C	CLP1	0.032	0.316	0.102
YFL009W	CDC4	0.032	0.384	0.084
YDR078C	SHU2	0.032	0.393	0.082
YOR239W	ABP140	0.032	0.317	0.102
YMR274C	RCE1	0.032	0.374	0.087
YKR024C	DBP7	0.032	0.428	0.076
YLR059C	REX2	0.032	0.297	0.109
YLR430W	SEN1	0.032	0.390	0.083
YDR294C	DPL1	0.032	0.344	0.094
YJR140C	HIR3	0.032	0.365	0.089
YML099C	ARG81	0.032	0.388	0.084
YDL173W		0.032	0.417	0.078
YIL144W	TID3	0.033	0.362	0.090
YNL088W	TOP2	0.033	0.420	0.077
YBR123C	TFC1	0.033	0.389	0.084
YGL027C	CWH41	0.033	0.354	0.092
YHR124W	NDT80	0.033	0.401	0.081
YJR067C	YAE1	0.033	0.565	0.058
YJL042W	MHP1	0.033	0.396	0.082
YBR298C	MAL31	0.033	0.484	0.067
YNL318C	HXT14	0.033	0.413	0.079
YKR008W	RSC4	0.033	0.289	0.113
YER119C	AVT6	0.033	0.323	0.101
YJL011C	RPC17	0.033	0.407	0.080
YBL066C	SEF1	0.033	0.454	0.072
YJL118W		0.033	0.150	0.217
YNL079C	TPM1	0.033	0.198	0.165
YPR098C		0.033	0.329	0.099
YDR194C	MSS116	0.033	0.451	0.072
YHL024W	RIM4	0.033	0.322	0.101
YKL214C	YRA2	0.033	0.264	0.124
YKL187C		0.033	0.386	0.085
YBR286W	APE3	0.033	0.293	0.112
YJR110W	YMR1	0.033	0.382	0.086
YKR055W	RHO4	0.033	0.382	0.086
YJR113C	RSM7	0.033	0.365	0.090
YJR130C	STR2	0.033	0.355	0.093
YBR193C	MED8	0.033	0.344	0.096
YKL072W	STB6	0.033	0.348	0.094
YOL115W	PAP2	0.033	0.433	0.076
YFR029W	PTR3	0.033	0.339	0.097
YER167W	BCK2	0.033	0.319	0.103
YKL028W	TFA1	0.033	0.302	0.109
YPR055W	SEC8	0.033	0.463	0.071
YHR079C	IRE1	0.033	0.479	0.069
YML091C	RPM2	0.033	0.289	0.114
YPR047W	MSF1	0.033	0.409	0.081
YOL078W	AVO1	0.033	0.355	0.093
YPL074W	YTA6	0.033	0.360	0.092
YBL033C	RIB1	0.033	0.339	0.097
YDR449C	UTP6	0.033	0.311	0.106
YMR125W	STO1	0.033	0.345	0.096
YJL145W	SFH5	0.033	0.464	0.071
YGR090W	UTP22	0.033	0.308	0.108
YIL153W	RRD1	0.033	0.333	0.099
YML022W	APT1	0.033	0.263	0.126
YNL083W	SAL1	0.033	0.344	0.097
YHR050W	SMF2	0.033	0.384	0.087
YDR128W		0.033	0.396	0.084
YOR141C	ARP8	0.033	0.317	0.105
YHR129C	ARP1	0.033	0.364	0.091
YJL168C	Sep-02	0.033	0.356	0.093
YER120W	SCS2	0.033	0.154	0.215
YDL148C	NOP14	0.033	0.399	0.083
YLR047C	FRE8	0.033	0.398	0.083
YDL046W	NPC2	0.033	0.339	0.098
YJL093C	TOK1	0.033	0.425	0.078
YKL078W	DHR2	0.033	0.475	0.070
YOL135C	MED7	0.033	0.360	0.093
YHR114W	BZZ1	0.033	0.363	0.092
YOR099W	KTR1	0.033	0.438	0.076
YPR023C	EAF3	0.033	0.372	0.090
YDR153C	ENT5	0.033	0.329	0.101
YNL216W	RAP1	0.034	0.363	0.092
YDR304C	CPR5	0.034	0.504	0.066
YDR291W	HRQ1	0.034	0.396	0.085
YJR051W	OSM1	0.034	0.357	0.094
YCL037C	SRO9	0.034	0.213	0.157
YEL062W	NPR2	0.034	0.469	0.071
YPL246C	RBD2	0.034	0.519	0.065
YNL311C	SKP2	0.034	0.373	0.090
YPL109C		0.034	0.440	0.076
YNL024C		0.034	0.311	0.108
YML025C	YML6	0.034	0.260	0.129
YNL052W	COX5A	0.034	0.227	0.148
YGR187C	HGH1	0.034	0.350	0.096
YEL009C	GCN4	0.034	0.300	0.112
YBL103C	RTG3	0.034	0.278	0.121
YFR034C	PHO4	0.034	0.399	0.084
YBR019C	GAL10	0.034	0.465	0.073
YOL151W	GRE2	0.034	0.323	0.105
YDL226C	GCS1	0.034	0.401	0.084
YIR033W	MGA2	0.034	0.302	0.112
YDL175C	AIR2	0.034	0.284	0.119
YIL140W	AXL2	0.034	0.370	0.091
YJL037W	IRC18	0.034	0.216	0.156
YBR227C	MCX1	0.034	0.415	0.082
YIL017C	VID28	0.034	0.421	0.081
YBR253W	SRB6	0.034	0.350	0.097
YLR214W	FRE1	0.034	0.403	0.084
YBR008C	FLR1	0.034	0.317	0.107
YEL017W	GTT3	0.034	0.259	0.131
YGL104C	VPS73	0.034	0.396	0.086
YCL032W	STE50	0.034	0.258	0.132
YDL056W	MBP1	0.034	0.408	0.084
YNR029C		0.034	0.391	0.087
YBL098W	BNA4	0.034	0.298	0.115
YDR533C	HSP31	0.034	0.384	0.089
YOL063C	CRT10	0.034	0.363	0.094
YJL163C		0.034	0.369	0.093
YPR091C		0.034	0.351	0.098
YPL013C	MRPS16	0.034	0.384	0.089
YEL056W	HAT2	0.034	0.335	0.102
YIL039W	TED1	0.034	0.300	0.114
YBR207W	FTH1	0.034	0.334	0.103
YBR177C	EHT1	0.034	0.328	0.105
YCR030C	SYP1	0.034	0.351	0.098
YPL268W	PLC1	0.034	0.453	0.076
YOR253W	NAT5	0.034	0.328	0.105
YBL101C	ECM21	0.034	0.384	0.089
YDR186C		0.034	0.355	0.097
YOR386W	PHR1	0.034	0.433	0.079
YPL065W	VPS28	0.034	0.369	0.093
YBR043C	QDR3	0.034	0.373	0.092
YLR188W	MDL1	0.034	0.325	0.106
YIR029W	DAL2	0.034	0.298	0.115
YNL291C	MID1	0.034	0.404	0.085
YLR151C	PCD1	0.035	0.394	0.087
YBR274W	CHK1	0.035	0.320	0.108
YPR006C	ICL2	0.035	0.376	0.092
YLR425W	TUS1	0.035	0.349	0.099
YCR027C	RHB1	0.035	0.433	0.080
YMR100W	MUB1	0.035	0.395	0.087
YPR105C	COG4	0.035	0.369	0.094
YDL054C	MCH1	0.035	0.339	0.102
YDR481C	PHO8	0.035	0.361	0.096
YJL187C	SWE1	0.035	0.444	0.078
YDR453C	TSA2	0.035	0.401	0.086
YDR326C	YSP2	0.035	0.421	0.083
YKL007W	CAP1	0.035	0.342	0.101
YDL233W		0.035	0.341	0.102
YLR408C		0.035	0.352	0.099
YLR399C	BDF1	0.035	0.353	0.099
YIL093C	RSM25	0.035	0.198	0.175
YIL007C	NAS2	0.035	0.418	0.083
YFL002C	SPB4	0.035	0.350	0.100
YIR038C	GTT1	0.035	0.237	0.147
YPR079W	MRL1	0.035	0.367	0.095
YBR179C	FZO1	0.035	0.379	0.092
YGR250C		0.035	0.365	0.096
YNL275W	BOR1	0.035	0.472	0.074
YKL062W	MSN4	0.035	0.307	0.114
YOR217W	RFC1	0.035	0.385	0.091
YDR361C	BCP1	0.035	0.204	0.172
YDL146W	LDB17	0.035	0.328	0.107
YHR032W		0.035	0.368	0.095
YER083C	GET2	0.035	0.434	0.081
YNL009W	IDP3	0.035	0.338	0.104
YGL173C	KEM1	0.035	0.372	0.094
YMR214W	SCJ1	0.035	0.287	0.123
YOR223W		0.035	0.525	0.067
YDR228C	PCF11	0.035	0.345	0.102
YGL045W	RIM8	0.035	0.404	0.087
YCL016C	DCC1	0.035	0.291	0.121
YKR021W	ALY1	0.035	0.364	0.096
YHL004W	MRP4	0.035	0.361	0.097
YGL136C	MRM2	0.035	0.345	0.102
YPR162C	ORC4	0.035	0.382	0.092
YGL227W	VID30	0.035	0.424	0.083
YNL098C	RAS2	0.035	0.232	0.152
YLR403W	SFP1	0.035	0.342	0.103
YLR439W	MRPL4	0.035	0.409	0.086
YJL117W	PHO86	0.035	0.384	0.092
YDR318W	MCM21	0.035	0.350	0.101
YPL150W		0.035	0.438	0.081
YDR168W	CDC37	0.035	0.335	0.106
YBR233W	PBP2	0.035	0.372	0.095
YOL027C	MDM38	0.035	0.267	0.133
YHR132C	ECM14	0.035	0.298	0.119
YGR162W	TIF4631	0.035	0.263	0.135
YOR267C	HRK1	0.035	0.361	0.098
YOR056C	NOB1	0.036	0.292	0.122
YBR289W	SNF5	0.036	0.427	0.083
YIL156W	UBP7	0.036	0.349	0.102
YMR135C	GID8	0.036	0.444	0.080
YOR025W	HST3	0.036	0.379	0.094
YNL309W	STB1	0.036	0.356	0.100
YDL117W	CYK3	0.036	0.447	0.080
YML042W	CAT2	0.036	0.304	0.117
YLR189C	ATG26	0.036	0.357	0.100
YJL095W	BCK1	0.036	0.399	0.089
YPR089W		0.036	0.330	0.108
YBR288C	APM3	0.036	0.312	0.114
YPL038W	MET31	0.036	0.337	0.106
YPL207W	TYW1	0.036	0.399	0.090
YKL127W	PGM1	0.036	0.347	0.103
YOR245C	DGA1	0.036	0.357	0.100
YNL297C	MON2	0.036	0.384	0.093
YLR063W		0.036	0.354	0.101
YLR245C	CDD1	0.036	0.451	0.079
YER059W	PCL6	0.036	0.356	0.100
YPL075W	GCR1	0.036	0.403	0.089
YPL239W	YAR1	0.036	0.539	0.066
YFR014C	CMK1	0.036	0.408	0.088
YKL057C	NUP120	0.036	0.310	0.116
YJR010C-A	SPC1	0.036	0.194	0.184
YNL204C	SPS18	0.036	0.521	0.069
YMR216C	SKY1	0.036	0.339	0.106
YDL161W	ENT1	0.036	0.421	0.085
YJR033C	RAV1	0.036	0.367	0.098
YLR133W	CKI1	0.036	0.313	0.115
YFR003C	YPI1	0.036	0.399	0.090
YPR185W	ATG13	0.036	0.398	0.090
YER113C	TMN3	0.036	0.259	0.138
YGL021W	ALK1	0.036	0.446	0.081
YBL029W		0.036	0.264	0.136
YKL119C	VPH2	0.036	0.277	0.130
YPR004C		0.036	0.326	0.111
YOR359W	VTS1	0.036	0.337	0.107
YJL146W	IDS2	0.036	0.450	0.080
YLR049C		0.036	0.330	0.109
YKL194C	MST1	0.036	0.467	0.077
YPL152W	RRD2	0.036	0.400	0.090
YLR246W	ERF2	0.036	0.318	0.114
YKL089W	MIF2	0.036	0.446	0.081
YPL112C	PEX25	0.036	0.235	0.154
YDR229W	IVY1	0.036	0.352	0.103
YFR038W	IRC5	0.036	0.362	0.100
YDR472W	TRS31	0.036	0.566	0.064
YKL049C	CSE4	0.036	0.456	0.079
YMR127C	SAS2	0.036	0.328	0.110
YCR081W	SRB8	0.036	0.328	0.110
YKL042W	SPC42	0.036	0.363	0.100
YPR032W	SRO7	0.036	0.330	0.110
YCR061W		0.036	0.393	0.092
YMR148W		0.036	0.332	0.110
YER101C	AST2	0.036	0.359	0.101
YLR215C	CDC123	0.036	0.339	0.107
YIL026C	IRR1	0.036	0.343	0.106
YPL244C	HUT1	0.036	0.320	0.114
YBR046C	ZTA1	0.036	0.379	0.096
YJR052W	RAD7	0.036	0.312	0.117
YDR184C	ATC1	0.036	0.346	0.105
YER058W	PET117	0.037	0.338	0.108
YDR430C	CYM1	0.037	0.436	0.084
YLR083C	EMP70	0.037	0.318	0.115
YHR052W	CIC1	0.037	0.259	0.141
YNL087W	TCB2	0.037	0.346	0.106
YHR172W	SPC97	0.037	0.353	0.103
YDL219W	DTD1	0.037	0.244	0.150
YNL141W	AAH1	0.037	0.368	0.099
YJR112W	NNF1	0.037	0.293	0.125
YJR011C		0.037	0.418	0.088
YMR152W	YIM1	0.037	0.333	0.110
YAL042W	ERV46	0.037	0.351	0.104
YGR068C		0.037	0.390	0.094
YNL314W	DAL82	0.037	0.315	0.117
YDR518W	EUG1	0.037	0.308	0.119
YBR069C	TAT1	0.037	0.368	0.100
YNR039C	ZRG17	0.037	0.348	0.106
YBR133C	HSL7	0.037	0.296	0.124
YHR110W	ERP5	0.037	0.798	0.046
YJL144W		0.037	0.507	0.073
YIL072W	HOP1	0.037	0.582	0.063
YDR284C	DPP1	0.037	0.393	0.094
YLR242C	ARV1	0.037	0.251	0.147
YGR241C	YAP1802	0.037	0.373	0.099
YLR413W		0.037	0.314	0.117
YDL010W	GRX7	0.037	0.222	0.166
YGL002W	ERP6	0.037	0.268	0.138
YDR331W	GPI8	0.037	0.321	0.115
YOR322C	LDB19	0.037	0.422	0.088
YJR144W	MGM101	0.037	0.365	0.101
YLR136C	TIS11	0.037	0.367	0.101
YPR125W	YLH47	0.037	0.312	0.119
YFL048C	EMP47	0.037	0.342	0.108
YIL045W	PIG2	0.037	0.363	0.102
YOL137W	BSC6	0.037	0.409	0.091
YDR484W	VPS52	0.037	0.382	0.097
YER127W	LCP5	0.037	0.352	0.106
YGR110W		0.037	0.466	0.080
YDR072C	IPT1	0.037	0.253	0.147
YNL107W	YAF9	0.037	0.239	0.156
YML015C	TAF11	0.037	0.292	0.128
YDR043C	NRG1	0.037	0.339	0.110
YBR170C	NPL4	0.037	0.385	0.097
YOR355W	GDS1	0.037	0.376	0.099
YMR270C	RRN9	0.037	0.321	0.116
YOR290C	SNF2	0.037	0.461	0.081
YLR396C	VPS33	0.037	0.369	0.101
YFL044C	OTU1	0.037	0.296	0.127
YKR082W	NUP133	0.037	0.369	0.101
YBR147W		0.037	0.312	0.120
YOR120W	GCY1	0.038	0.375	0.100
YBL007C	SLA1	0.038	0.327	0.115
YIR011C	STS1	0.038	0.323	0.116
YLR454W	FMP27	0.038	0.350	0.107
YGR249W	MGA1	0.038	0.357	0.105
YGR277C		0.038	0.353	0.106
YFR032C		0.038	0.441	0.085
YGR036C	CAX4	0.038	0.310	0.121
YGR200C	ELP2	0.038	0.369	0.102
YKL038W	RGT1	0.038	0.351	0.107
YBR120C	CBP6	0.038	0.279	0.135
YDR296W	MHR1	0.038	0.420	0.090
YKL054C	DEF1	0.038	0.342	0.110
YBL051C	PIN4	0.038	0.327	0.115
YPL029W	SUV3	0.038	0.380	0.099
YIL145C	PAN6	0.038	0.308	0.122
YDR169C	STB3	0.038	0.410	0.092
YOR196C	LIP5	0.038	0.326	0.116
YDR214W	AHA1	0.038	0.432	0.087
YHR188C	GPI16	0.038	0.291	0.129
YFR022W	ROG3	0.038	0.343	0.110
YNL042W	BOP3	0.038	0.279	0.135
YKL224C	PAU16	0.038	0.323	0.117
YKR076W	ECM4	0.038	0.347	0.109
YLR436C	ECM30	0.038	0.306	0.124
YMR271C	URA10	0.038	0.439	0.086
YPL101W	ELP4	0.038	0.500	0.076
YGR004W	PEX31	0.038	0.346	0.110
YHL019C	APM2	0.038	0.290	0.131
YML004C	GLO1	0.038	0.261	0.146
YJL059W	YHC3	0.038	0.332	0.114
YGR021W		0.038	0.490	0.078
YOR372C	NDD1	0.038	0.440	0.086
YLR207W	HRD3	0.038	0.364	0.104
YCR083W	TRX3	0.038	0.280	0.136
YOR352W		0.038	0.288	0.132
YMR117C	SPC24	0.038	0.493	0.077
YGR059W	SPR3	0.038	0.472	0.081
YBR130C	SHE3	0.038	0.300	0.127
YEL064C	AVT2	0.038	0.499	0.076
YJL070C		0.038	0.308	0.124
YKR079C	TRZ1	0.038	0.393	0.097
YJL069C	UTP18	0.038	0.395	0.097
YIR027C	DAL1	0.038	0.420	0.091
YBR267W	REI1	0.038	0.285	0.134
YER013W	PRP22	0.038	0.341	0.112
YMR081C	ISF1	0.038	0.390	0.098
YGR063C	SPT4	0.038	0.719	0.053
YFL003C	MSH4	0.038	0.319	0.120
YGR170W	PSD2	0.038	0.361	0.106
YML112W	CTK3	0.038	0.402	0.095
YDR517W	GRH1	0.038	0.398	0.096
YPR109W		0.038	0.400	0.096
YDR140W	MTQ2	0.038	0.497	0.077
YOR328W	PDR10	0.038	0.388	0.099
YDR156W	RPA14	0.038	0.262	0.147
YMR311C	GLC8	0.038	0.470	0.082
YHR167W	THP2	0.038	0.264	0.146
YGL035C	MIG1	0.038	0.362	0.106
YIL134W	FLX1	0.039	0.351	0.110
YHR198C	FMP22	0.039	0.377	0.102
YKL134C	OCT1	0.039	0.523	0.074
YER183C	FAU1	0.039	0.556	0.069
YGR120C	COG2	0.039	0.418	0.092
YHR076W	PTC7	0.039	0.333	0.116
YPR001W	CIT3	0.039	0.374	0.103
YAR019C	CDC15	0.039	0.355	0.109
YEL030W	ECM10	0.039	0.459	0.084
YPL045W	VPS16	0.039	0.366	0.106
YLR418C	CDC73	0.039	0.426	0.091
YAL031C	GIP4	0.039	0.399	0.097
YNL110C	NOP15	0.039	0.369	0.105
YMR253C		0.039	0.354	0.110
YDR069C	DOA4	0.039	0.310	0.126
YKR016W	FMP13	0.039	0.299	0.130
YNL237W	YTP1	0.039	0.359	0.108
YIL139C	REV7	0.039	0.304	0.128
YMR005W	TAF4	0.039	0.313	0.124
YLR054C	OSW2	0.039	0.388	0.100
YFR027W	ECO1	0.039	0.339	0.115
YKL010C	UFD4	0.039	0.358	0.109
YLR130C	ZRT2	0.039	0.394	0.099
YKL213C	DOA1	0.039	0.423	0.092
YKR099W	BAS1	0.039	0.408	0.096
