Scer_Name	Spar_Name	Scer_Gene
Scer_7.393	Spar_7.382	YGR070W
Scer_7.394	Spar_7.383	YGR071C
Scer_7.395	Spar_7.384	YGR072W
Scer_7.396	Spar_7.385	YGR074W
Scer_7.397	Spar_7.386	YGR075C
Scer_7.398	Spar_7.387	YGR076C
Scer_7.399	Spar_7.388	YGR077C
Scer_7.400	Spar_7.389	YGR078C
Scer_7.401	Spar_7.390	YGR079W
Scer_7.402	Spar_7.391	YGR080W
Scer_7.403	Spar_7.392	YGR081C
Scer_7.404	Spar_7.393	YGR082W
Scer_7.405	Spar_7.394	YGR083C
Scer_7.406	Spar_7.395	YGR084C
Scer_7.407	Spar_7.396	YGR085C
Scer_7.408	Spar_7.397	YGR086C
Scer_7.410	Spar_7.399	YGR088W
Scer_7.411	Spar_7.400	YGR089W
Scer_7.413	Spar_7.404	ADR029W
Scer_7.414	Spar_7.405	YGR091W
Scer_7.415	Spar_7.406	YGR092W
Scer_7.416	Spar_7.407	YGR093W
Scer_7.417	Spar_7.408	YGR094W
Scer_7.418	Spar_7.409	Kpol_473.23
Scer_7.419	Spar_7.410	YGR096W
Scer_7.420	Spar_7.411	YGR097W
Scer_7.421	Spar_7.412	YGR098C
Scer_7.422	Spar_7.413	YGR099W
Scer_7.423	Spar_7.414	YGR100W
Scer_7.424	Spar_7.415	YGR101W
Scer_7.425	Spar_7.416	YGR102C
Scer_7.426	Spar_7.417	AAR094W
Scer_7.427	Spar_7.418	YGR104C
Scer_7.428	Spar_7.419	YGR105W
Scer_7.429	Spar_7.420	YGR106C
Scer_7.435	Spar_7.428	YGR108W
Scer_7.436	Spar_7.429	YGR109C
Scer_7.442	Spar_7.432	YGR110W
Scer_7.443	Spar_7.433	YGR111W
Scer_7.444	Spar_7.434	YGR112W
Scer_7.445	Spar_7.435	YGR113W
Scer_7.446	Spar_7.437	YGR116W
Scer_7.447	Spar_7.439	YGR117C
Scer_7.448	Spar_7.440	YGR118W
Scer_7.449	Spar_7.441	YGR119C
Scer_7.450	Spar_7.442	YGR120C
Scer_7.452	Spar_7.444	YGR121C
Scer_7.454	Spar_7.445	YGR122W
Scer_7.458	Spar_7.449	YGR123C
Scer_7.460	Spar_7.451	YGR124W
Scer_7.461	Spar_7.452	Kwal_55.21201
Scer_7.462	Spar_7.453	YGR126W
Scer_7.463	Spar_7.454	YGR127W
Scer_7.464	Spar_7.455	YGR128C
Scer_7.465	Spar_7.456	YGR129W
Scer_7.466	Spar_7.457	YGR130C
Scer_7.467	Spar_7.459	YGR131W
Scer_7.468	Spar_7.460	YGR132C
Scer_7.469	Spar_7.461	YGR133W
Scer_7.470	Spar_7.462	YGR134W
Scer_7.471	Spar_7.463	YGR135W
Scer_7.472	Spar_7.464	YGR136W
Scer_7.473	Spar_7.465	YGR138C
Scer_7.475	Spar_7.467	YGR140W
Scer_7.476	Spar_7.468	YGR141W
Scer_7.477	Spar_7.469	YGR142W
Scer_7.481	Spar_7.473	YALI0C14190g
Scer_7.486	Spar_7.477	YGR144W
Scer_7.487	Spar_7.478	YGR145W
Scer_7.488	Spar_7.479	NA
Scer_7.489	Spar_7.480	YGR146C-A
Scer_7.490	Spar_7.481	YGR147C
Scer_7.491	Spar_7.482	YGR148C
Scer_7.492	Spar_7.483	YGR149W
Scer_7.493	Spar_7.484	YGR150C
Scer_7.497	Spar_7.490	YGR152C
Scer_7.498	Spar_7.491	YGR153W
Scer_7.499	Spar_7.492	YGR154C
Scer_7.500	Spar_7.493	YGR155W
Scer_7.501	Spar_7.494	YGR156W
Scer_7.502	Spar_7.495	YGR157W
Scer_7.503	Spar_7.496	YGR158C
Scer_7.504	Spar_7.497	YGR159C
Scer_7.505	Spar_7.498	YGR161C
Scer_7.506	Spar_7.499	YGR161W-C
Scer_7.525	Spar_7.504	YGR162W
Scer_7.526	Spar_7.503	YGR163W
Scer_7.528	Spar_7.512	YGR165W
Scer_7.529	Spar_7.513	YGR166W
Scer_7.530	Spar_7.514	YGR167W
Scer_7.531	Spar_7.515	YGR168C
Scer_7.532	Spar_7.516	YGR169C
Scer_7.533	Spar_7.517	YGR169C-A
Scer_7.534	Spar_7.518	YGR170W
Scer_7.535	Spar_7.519	YGR171C
Scer_7.536	Spar_7.520	YGR172C
Scer_7.537	Spar_7.521	YGR173W
Scer_7.539	Spar_7.526	YGR174C
Scer_7.540	Spar_7.527	YGR175C
Scer_7.541	Spar_7.529	YGR177C
Scer_7.542	Spar_7.530	YGR178C
Scer_7.543	Spar_7.531	YGR179C
Scer_7.544	Spar_7.532	YGR180C
Scer_7.546	Spar_7.535	YGR181W
Scer_7.548	Spar_7.537	YGR183C
Scer_7.549	Spar_7.538	YGR184C
Scer_7.550	Spar_7.539	YGR185C
Scer_7.551	Spar_7.540	YGR186W
Scer_7.552	Spar_7.541	YGR187C
Scer_7.553	Spar_7.542	YGR188C
Scer_7.557	Spar_7.545	YGR189C
Scer_7.559	Spar_7.548	YGR191W
Scer_7.560	Spar_7.549	YGR192C
Scer_7.561	Spar_7.550	YGR193C
Scer_7.562	Spar_7.551	YGR194C
Scer_7.563	Spar_7.552	YGR195W
Scer_7.564	Spar_7.553	YGR196C
Scer_7.565	Spar_7.554	YGR197C
Scer_7.566	Spar_7.555	YGR198W
Scer_7.567	Spar_7.556	YGR199W
Scer_7.568	Spar_7.557	Kwal_33.15475
Scer_7.569	Spar_7.558	YGR201C
Scer_7.570	Spar_7.559	YGR202C
Scer_7.571	Spar_7.560	YGR203W
Scer_7.572	Spar_7.561	YGR204W
Scer_7.574	Spar_7.562	YGR205W
Scer_7.575	Spar_7.563	YGR206W
Scer_7.576	Spar_7.564	YGR207C
Scer_7.577	Spar_7.565	YGR208W
Scer_7.578	Spar_7.566	YGR209C
Scer_7.579	Spar_7.567	YGR210C
Scer_7.580	Spar_7.568	YGR211W
Scer_7.581	Spar_7.569	YGR212W
Scer_7.582	Spar_7.570	YGR213C
Scer_7.583	Spar_7.571	YGR214W
Scer_7.584	Spar_7.572	YGR215W
Scer_7.585	Spar_7.573	YGR216C
Scer_7.586	Spar_7.574	YGR217W
Scer_7.592	Spar_7.579	YGR218W
Scer_7.593	Spar_7.580	YGR220C
Scer_7.594	Spar_7.581	YGR221C
Scer_7.595	Spar_7.582	YGR222W
Scer_7.596	Spar_7.583	YGR223C
Scer_7.598	Spar_7.585	YGR225W
Scer_7.600	Spar_7.587	YGR227W
Scer_7.601	Spar_7.588	YGR229C
Scer_7.602	Spar_7.589	YGR230W
Scer_7.603	Spar_7.590	YGR231C
Scer_7.604	Spar_7.591	YGR232W
Scer_7.605	Spar_7.592	YGR233C
Scer_7.606	Spar_7.594	YGR234W
Scer_7.607	Spar_7.595	YGR235C
Scer_7.608	Spar_7.596	YGR236C
Scer_7.609	Spar_7.597	YGR237C
Scer_7.610	Spar_7.598	YGR238C
Scer_7.611	Spar_7.599	YGR239C
Scer_7.612	Spar_7.600	YGR240C
Scer_7.614	Spar_7.602	YGR241C
Scer_7.615	Spar_7.603	YGR243W
Scer_7.616	Spar_7.604	YGR244C
Scer_7.617	Spar_7.605	Kwal_56.24691
Scer_7.618	Spar_7.606	YGR246C
Scer_7.619	Spar_7.607	YGR247W
Scer_7.620	Spar_7.608	YGR248W
Scer_7.621	Spar_7.610	YGR249W
Scer_7.622	Spar_7.611	YGR250C
Scer_7.623	Spar_7.612	YGR251W
Scer_7.624	Spar_7.613	YGR252W
Scer_7.625	Spar_7.614	YGR253C
Scer_7.626	Spar_7.615	YGR254W
Scer_7.627	Spar_7.616	YGR255C
Scer_7.629	Spar_7.618	YGR256W
Scer_7.630	Spar_7.619	YGR257C
Scer_7.631	Spar_7.620	YGR258C
Scer_7.632	Spar_7.622	YGR260W
Scer_7.633	Spar_7.623	YGR261C
Scer_7.634	Spar_7.624	YGR262C
Scer_7.635	Spar_7.625	YGR263C
Scer_7.636	Spar_7.626	YGR264C
Scer_7.637	Spar_7.629	YGR266W
Scer_7.638	Spar_7.630	YGR267C
Scer_7.639	Spar_7.631	YGR268C
Scer_7.641	Spar_7.633	YGR270W
Scer_7.652	Spar_7.636	YGR281W
Scer_7.653	Spar_7.637	YGR282C
Scer_7.654	Spar_7.638	YGR283C
Scer_7.655	Spar_7.639	YGR284C
Scer_7.656	Spar_7.640	YGR285C
Scer_7.657	Spar_7.641	YGR286C
Scer_8.21	Spar_8.13	YHL040C
Scer_8.22	Spar_8.14	YHL039W
Scer_8.23	Spar_8.15	YHL038C
Scer_8.26	Spar_8.17	YHL036W
Scer_8.27	Spar_8.18	YHL035C
Scer_8.28	Spar_8.19	YHL034C
Scer_8.29	Spar_8.20	YHL033C
Scer_8.30	Spar_8.21	YHL032C
Scer_8.31	Spar_8.22	YHL031C
Scer_8.32	Spar_8.23	YHL030W
Scer_8.33	Spar_8.24	YHL029C
Scer_8.34	Spar_8.25	YHL028W
Scer_8.35	Spar_8.26	YHL027W
Scer_8.36	Spar_8.27	YHL026C
Scer_8.37	Spar_8.28	YHL025W
Scer_8.38	Spar_8.29	YHL024W
Scer_8.39	Spar_8.30	YHL023C
Scer_8.41	Spar_8.32	YHL022C
Scer_8.42	Spar_8.33	YHL021C
Scer_8.43	Spar_8.34	YHL020C
Scer_8.44	Spar_8.35	YHL019C
Scer_8.45	Spar_8.36	YHL018W
Scer_8.46	Spar_8.37	YHL017W
Scer_8.47	Spar_8.38	YHL016C
Scer_8.49	Spar_8.39	YHL015W
Scer_8.50	Spar_8.40	YHL014C
Scer_8.51	Spar_8.41	YHL013C
Scer_8.52	Spar_8.42	YHL012W
Scer_8.53	Spar_8.43	YHL011C
Scer_8.54	Spar_8.44	YHL010C
Scer_8.55	Spar_8.45	YHL009C
Scer_8.67	Spar_8.48	YHL008C
Scer_8.68	Spar_8.49	YHL007C
Scer_8.69	Spar_8.50	YHL006C
Scer_8.71	Spar_8.52	YHL004W
Scer_8.72	Spar_8.53	YHL003C
Scer_8.73	Spar_8.56	YHL002W
Scer_8.74	Spar_8.57	YHL001W
Scer_8.79	Spar_8.59	YHR004C
Scer_8.80	Spar_8.60	YHR005C
Scer_8.81	Spar_8.61	YHR005C-A
Scer_8.85	Spar_8.63	YHR006W
Scer_8.86	Spar_8.64	YHR007C
Scer_8.88	Spar_8.66	YHR008C
Scer_8.89	Spar_8.67	YHR009C
Scer_8.90	Spar_8.69	YHR010W
Scer_8.91	Spar_8.70	YHR011W
Scer_8.92	Spar_8.71	YHR012W
Scer_8.93	Spar_8.72	YHR013C
Scer_8.94	Spar_8.73	YHR014W
Scer_8.101	Spar_8.82	YHR015W
Scer_8.102	Spar_8.83	YHR016C
Scer_8.103	Spar_8.84	YHR017W
Scer_8.104	Spar_8.85	YHR018C
Scer_8.105	Spar_8.86	YHR019C
Scer_8.106	Spar_8.87	YHR020W
Scer_8.109	Spar_8.93	Kpol_1032.94
Scer_8.111	Spar_8.94	YHR022C
Scer_8.112	Spar_8.95	YHR023W
Scer_8.113	Spar_8.96	YHR024C
Scer_8.114	Spar_8.97	YHR025W
Scer_8.115	Spar_8.98	YHR026W
Scer_8.116	Spar_8.99	YHR027C
Scer_8.117	Spar_8.100	YHR028C
Scer_8.119	Spar_8.102	YHR029C
Scer_8.120	Spar_8.103	YHR030C
Scer_8.121	Spar_8.104	YHR031C
Scer_8.122	Spar_8.105	YHR032W
Scer_8.124	Spar_8.107	YHR033W
Scer_8.125	Spar_8.108	YHR034C
Scer_8.126	Spar_8.109	YHR035W
Scer_8.127	Spar_8.110	YHR036W
Scer_8.128	Spar_8.111	YHR037W
Scer_8.129	Spar_8.112	YHR038W
Scer_8.130	Spar_8.113	YHR039C
Scer_8.131	Spar_8.114	YHR039C-A
Scer_8.132	Spar_8.115	YHR040W
Scer_8.133	Spar_8.116	YHR041C
Scer_8.134	Spar_8.117	Kpol_1051.8
Scer_8.135	Spar_8.118	YHR044C
Scer_8.136	Spar_8.119	YHR044C
Scer_8.137	Spar_8.120	YHR045W
Scer_8.138	Spar_8.121	YHR046C
Scer_8.139	Spar_8.122	YHR047C
Scer_8.143	Spar_8.125	Scas_688.5
Scer_8.144	Spar_8.126	YHR049W
Scer_8.146	Spar_8.128	YHR050W
Scer_8.148	Spar_8.130	YHR051W
Scer_8.149	Spar_8.131	YHR052W
Scer_8.153	Spar_8.133	YHR056C
Scer_8.154	Spar_8.134	YHR057C
Scer_8.155	Spar_8.135	YHR058C
Scer_8.156	Spar_8.136	YHR059W
Scer_8.157	Spar_8.137	YHR060W
Scer_8.158	Spar_8.138	YHR061C
Scer_8.159	Spar_8.139	YHR062C
Scer_8.160	Spar_8.140	YHR063C
Scer_8.161	Spar_8.141	YHR064C
Scer_8.162	Spar_8.142	YHR065C
Scer_8.163	Spar_8.143	YHR066W
Scer_8.164	Spar_8.144	YHR067W
Scer_8.165	Spar_8.145	YHR068W
Scer_8.166	Spar_8.146	Kpol_1005.15
Scer_8.167	Spar_8.147	YHR070W
Scer_8.168	Spar_8.149	YHR071W
Scer_8.171	Spar_8.152	YHR072W
Scer_8.172	Spar_8.153	Kpol_1051.6
Scer_8.174	Spar_8.154	YHR073W
Scer_8.175	Spar_8.155	YHR074W
Scer_8.176	Spar_8.156	YHR075C
Scer_8.177	Spar_8.157	YHR076W
Scer_8.178	Spar_8.158	YHR077C
Scer_8.179	Spar_8.159	YHR078W
Scer_8.180	Spar_8.160	YHR079C
Scer_8.181	Spar_8.161	YHR079C-A
Scer_8.182	Spar_8.162	Kpol_1055.5
Scer_8.183	Spar_8.163	YHR081W
Scer_8.184	Spar_8.164	YHR082C
Scer_8.185	Spar_8.165	YHR083W
Scer_8.186	Spar_8.166	YHR084W
Scer_8.187	Spar_8.167	YHR085W
Scer_8.188	Spar_8.168	YHR086W
Scer_8.190	Spar_8.170	YHR087W
Scer_8.191	Spar_8.171	YHR088W
Scer_8.192	Spar_8.172	YHR089C
Scer_8.193	Spar_8.174	YHR090C
Scer_8.194	Spar_8.175	YHR091C
Scer_8.195	Spar_8.176	Scas_685.5
Scer_8.196	Spar_8.177	YHR093W
Scer_8.200	Spar_8.181	YHR097C
Scer_8.201	Spar_8.182	YHR098C
Scer_8.202	Spar_8.183	YHR099W
Scer_8.203	Spar_8.184	YHR100C
Scer_8.204	Spar_8.185	YHR101C
Scer_8.205	Spar_8.186	YHR102W
Scer_8.206	Spar_8.187	YHR103W
Scer_8.207	Spar_8.188	YHR104W
Scer_8.208	Spar_8.189	YHR105W
Scer_8.209	Spar_8.190	YHR106W
Scer_8.210	Spar_8.191	YHR107C
Scer_8.211	Spar_8.192	YHR108W
Scer_8.212	Spar_8.193	YHR109W
Scer_8.213	Spar_8.194	YHR110W
Scer_8.214	Spar_8.195	YHR111W
Scer_8.215	Spar_8.196	YHR112C
Scer_8.216	Spar_8.197	YHR113W
Scer_8.217	Spar_8.198	YHR114W
Scer_8.218	Spar_8.199	YHR115C
Scer_8.219	Spar_8.200	YHR116W
Scer_8.220	Spar_8.201	YHR117W
Scer_8.221	Spar_8.202	YHR118C
Scer_8.222	Spar_8.203	YHR119W
Scer_8.223	Spar_8.204	YHR120W
Scer_8.224	Spar_8.205	YHR121W
Scer_8.225	Spar_8.206	YHR122W
Scer_8.226	Spar_8.207	YHR123W
Scer_8.227	Spar_8.208	YHR124W
Scer_8.231	Spar_8.216	YHR126C
Scer_8.232	Spar_8.217	YHR127W
Scer_8.233	Spar_8.218	YHR128W
Scer_8.234	Spar_8.219	YHR129C
Scer_8.236	Spar_8.221	YHR131C
Scer_8.238	Spar_8.223	YHR132C
Scer_8.239	Spar_8.224	YHR132W-A
Scer_8.240	Spar_8.225	YHR133C
Scer_8.241	Spar_8.226	YHR134W
Scer_8.242	Spar_8.227	YHR135C
Scer_8.243	Spar_8.228	YHR136C
Scer_8.244	Spar_8.229	YHR137W
Scer_8.245	Spar_8.230	YHR138C
Scer_8.246	Spar_8.231	YHR139C
Scer_8.248	Spar_8.233	YHR140W
Scer_8.249	Spar_8.234	YHR141C
Scer_8.250	Spar_8.235	YHR142W
Scer_8.251	Spar_8.236	YHR143W
Scer_8.252	Spar_8.237	Kpol_1051.32
Scer_8.254	Spar_8.238	YHR144C
Scer_8.259	Spar_8.244	YHR147C
Scer_8.260	Spar_8.245	YHR148W
Scer_8.261	Spar_8.246	YHR149C
Scer_8.262	Spar_8.247	YHR150W
Scer_8.263	Spar_8.248	YHR151C
Scer_8.264	Spar_8.249	YHR152W
Scer_8.265	Spar_8.250	YHR153C
Scer_8.266	Spar_8.251	YHR154W
Scer_8.267	Spar_8.252	YHR155W
Scer_8.268	Spar_8.253	YHR156C
Scer_8.269	Spar_8.254	YHR157W
Scer_8.270	Spar_8.255	YHR158C
Scer_8.271	Spar_8.256	YHR159W
Scer_8.272	Spar_8.257	YHR160C
Scer_8.273	Spar_8.258	YHR161C
Scer_8.274	Spar_8.259	YHR162W
Scer_8.275	Spar_8.260	YHR163W
Scer_8.276	Spar_8.261	YHR164C
Scer_8.277	Spar_8.262	YHR165C
Scer_8.278	Spar_8.263	YHR166C
Scer_8.279	Spar_8.264	YHR167W
Scer_8.280	Spar_8.265	YHR168W
Scer_8.281	Spar_8.266	YHR169W
Scer_8.282	Spar_8.267	YHR170W
Scer_8.283	Spar_8.268	YHR171W
Scer_8.284	Spar_8.269	YHR172W
Scer_8.285	Spar_8.270	YHR173C
Scer_8.286	Spar_8.271	YHR174W
Scer_8.287	Spar_8.272	YHR175W
Scer_8.289	Spar_8.274	YHR176W
Scer_8.290	Spar_8.275	YHR177W
Scer_8.291	Spar_8.276	YHR178W
Scer_8.292	Spar_8.277	YHR179W
Scer_8.297	Spar_8.286	YHR181W
Scer_8.298	Spar_8.287	YHR182W
Scer_8.299	Spar_8.288	YHR183W
Scer_8.300	Spar_8.291	YHR184W
Scer_8.301	Spar_8.292	YHR185C
Scer_8.303	Spar_8.294	Kwal_23.4327
Scer_8.304	Spar_8.295	YHR187W
Scer_8.305	Spar_8.296	YHR188C
Scer_8.306	Spar_8.297	YHR189W
Scer_8.307	Spar_8.298	YHR190W
Scer_8.308	Spar_8.299	YHR191C
Scer_8.309	Spar_8.300	YHR192W
Scer_8.310	Spar_8.301	YHR193C
Scer_8.311	Spar_8.302	YHR194W
Scer_8.312	Spar_8.303	YHR195W
Scer_8.313	Spar_8.304	YHR196W
Scer_8.314	Spar_8.305	YHR197W
Scer_8.315	Spar_8.306	YHR198C
Scer_8.316	Spar_8.307	YHR199C
Scer_8.317	Spar_8.308	NA
Scer_8.319	Spar_8.309	YHR200W
Scer_8.320	Spar_8.310	YHR201C
Scer_8.321	Spar_8.311	YHR202W
Scer_8.322	Spar_8.312	YHR203C
Scer_8.323	Spar_8.313	Kwal_47.16751
Scer_8.324	Spar_8.314	YHR205W
Scer_8.325	Spar_8.315	YHR206W
Scer_8.326	Spar_8.316	YHR207C
Scer_8.327	Spar_8.317	YHR208W
Scer_8.328	Spar_8.318	YHR209W
Scer_9.19	Spar_9.6	YIL166C
Scer_9.20	Spar_9.7	YIL165C
Scer_9.23	Spar_9.10	YIL161W
Scer_9.24	Spar_9.11	YIL160C
Scer_9.25	Spar_9.12	YIL159W
Scer_9.26	Spar_9.13	YIL158W
Scer_9.27	Spar_9.14	YIL157C
Scer_9.28	Spar_9.15	Kpol_1043.78
Scer_9.29	Spar_9.16	YIL156W
Scer_9.30	Spar_9.17	YIL155C
Scer_9.31	Spar_9.18	YIL154C
Scer_9.32	Spar_9.19	YIL153W
Scer_9.33	Spar_9.20	YIL152W
Scer_9.34	Spar_9.21	YIL151C
Scer_9.35	Spar_9.22	YIL150C
Scer_9.36	Spar_9.23	YIL149C
Scer_9.37	Spar_9.24	SPAC1805.12c
Scer_9.38	Spar_9.25	YIL147C
Scer_9.39	Spar_9.26	YIL146C
Scer_9.40	Spar_9.27	YIL145C
Scer_9.41	Spar_9.28	YIL144W
Scer_9.42	Spar_9.29	YIL143C
Scer_9.43	Spar_9.30	YIL142W
Scer_9.45	Spar_9.32	YIL140W
Scer_9.46	Spar_9.33	YIL139C
Scer_9.47	Spar_9.34	YIL138C
Scer_9.48	Spar_9.35	YIL137C
Scer_9.49	Spar_9.36	YIL136W
Scer_9.50	Spar_9.37	YIL135C
Scer_9.52	Spar_9.39	YIL134W
Scer_9.53	Spar_9.40	YIL133C
Scer_9.54	Spar_9.41	YIL132C
Scer_9.55	Spar_9.42	YIL131C
Scer_9.56	Spar_9.43	YIL130W
Scer_9.57	Spar_9.44	YIL129C
Scer_9.58	Spar_9.45	YIL128W
Scer_9.59	Spar_9.46	YIL127C
Scer_9.60	Spar_9.47	YIL126W
Scer_9.61	Spar_9.48	AER374C
Scer_9.62	Spar_9.49	YIL124W
Scer_9.63	Spar_9.50	YIL123W
Scer_9.64	Spar_9.51	YIL122W
Scer_9.65	Spar_9.52	YIL120W
Scer_9.66	Spar_9.53	YIL121W
Scer_9.67	Spar_9.54	YIL119C
Scer_9.69	Spar_9.56	YIL118W
Scer_9.70	Spar_9.57	YIL117C
Scer_9.71	Spar_9.58	YIL116W
Scer_9.72	Spar_9.59	YIL115C
Scer_9.73	Spar_9.60	YIL114C
Scer_9.74	Spar_9.61	YIL113W
Scer_9.75	Spar_9.62	YIL112W
Scer_9.76	Spar_9.63	YIL111W
Scer_9.77	Spar_9.64	YIL110W
Scer_9.78	Spar_9.65	YIL109C
Scer_9.79	Spar_9.66	YIL108W
Scer_9.80	Spar_9.67	YIL107C
Scer_9.81	Spar_9.68	YIL106W
Scer_9.82	Spar_9.69	YIL105C
Scer_9.83	Spar_9.70	YIL104C
Scer_9.84	Spar_9.71	YIL103W
Scer_9.89	Spar_9.78	YIL101C
Scer_9.90	Spar_9.79	YIL100W
Scer_9.91	Spar_9.80	YIL099W
Scer_9.92	Spar_9.81	YIL098C
Scer_9.93	Spar_9.82	YIL097W
Scer_9.94	Spar_9.83	YIL096C
Scer_9.96	Spar_9.85	YIL095W
Scer_9.97	Spar_9.86	YIL094C
Scer_9.98	Spar_9.87	YIL093C
Scer_9.99	Spar_9.88	YIL092W
Scer_9.100	Spar_9.89	YIL091C
Scer_9.101	Spar_9.90	YIL090W
Scer_9.102	Spar_9.91	YIL089W
Scer_9.108	Spar_9.94	YIL088C
Scer_9.109	Spar_9.95	YIL087C
Scer_9.111	Spar_9.97	YIL085C
Scer_9.112	Spar_9.98	YIL084C
Scer_9.113	Spar_9.99	YIL083C
Scer_9.118	Spar_9.102	YIL079C
Scer_9.119	Spar_9.103	YIL078W
Scer_9.120	Spar_9.104	YIL077C
Scer_9.121	Spar_9.105	YIL076W
Scer_9.122	Spar_9.106	YIL075C
Scer_9.123	Spar_9.107	YIL074C
Scer_9.124	Spar_9.108	YIL074C
Scer_9.125	Spar_9.109	YIL073C
Scer_9.126	Spar_9.110	YIL072W
Scer_9.127	Spar_9.111	YIL071C
Scer_9.128	Spar_9.112	YIL070C
Scer_9.129	Spar_9.113	YIL069C
Scer_9.130	Spar_9.114	YIL068C
Scer_9.131	Spar_9.115	YIL067C
Scer_9.132	Spar_9.116	YIL066C
Scer_9.133	Spar_9.117	YIL065C
Scer_9.134	Spar_9.118	YIL064W
Scer_9.135	Spar_9.119	YIL063C
Scer_9.136	Spar_9.120	YIL062C
Scer_9.137	Spar_9.121	YIL061C
Scer_9.142	Spar_9.122	YIL057C
Scer_9.144	Spar_9.125	YIL056W
Scer_9.145	Spar_9.126	YIL055C
Scer_9.147	Spar_9.128	YIL053W
Scer_9.150	Spar_9.129	YER056C-A
Scer_9.151	Spar_9.130	YIL051C
Scer_9.152	Spar_9.131	YIL050W
Scer_9.153	Spar_9.132	YIL049W
Scer_9.154	Spar_9.133	YIL048W
Scer_9.155	Spar_9.134	YIL047C
Scer_9.157	Spar_9.135	Kwal_23.5769
Scer_9.158	Spar_9.136	YIL045W
Scer_9.159	Spar_9.137	YIL044C
Scer_9.160	Spar_9.138	YIL043C
Scer_9.161	Spar_9.139	YIL042C
Scer_9.162	Spar_9.140	YIL041W
Scer_9.163	Spar_9.141	YIL040W
Scer_9.164	Spar_9.142	YIL039W
Scer_9.165	Spar_9.143	YIL038C
Scer_9.166	Spar_9.144	YIL037C
Scer_9.167	Spar_9.145	YIL036W
Scer_9.168	Spar_9.146	YIL035C
Scer_9.169	Spar_9.147	YIL034C
Scer_9.170	Spar_9.148	YIL033C
Scer_9.172	Spar_9.150	YIL031W
Scer_9.173	Spar_9.151	YIL030C
Scer_9.179	Spar_9.161	YIL027C
Scer_9.180	Spar_9.162	YIL026C
Scer_9.182	Spar_9.164	YIL024C
Scer_9.183	Spar_9.165	YIL023C
Scer_9.184	Spar_9.166	YIL022W
Scer_9.185	Spar_9.167	YIL021W
Scer_9.187	Spar_9.169	YIL020C
Scer_9.188	Spar_9.170	YIL019W
Scer_9.189	Spar_9.171	YIL018W
Scer_9.190	Spar_9.172	YIL017C
Scer_9.191	Spar_9.173	YIL016W
Scer_9.192	Spar_9.174	YIL015W
Scer_9.200	Spar_9.181	YIL014W
Scer_9.201	Spar_9.182	YIL013C
Scer_9.203	Spar_9.184	YIL011W
Scer_9.204	Spar_9.185	YIL010W
Scer_9.205	Spar_9.186	YIL009C-A
Scer_9.208	Spar_9.191	YIL008W
Scer_9.209	Spar_9.192	YIL007C
Scer_9.210	Spar_9.193	YIL006W
Scer_9.211	Spar_9.194	YIL005W
Scer_9.212	Spar_9.195	YIL004C
Scer_9.213	Spar_9.196	YIL003W
Scer_9.214	Spar_9.197	YIL002W-A
Scer_9.215	Spar_9.198	YIL002C
Scer_9.216	Spar_9.199	YIL001W
Scer_9.217	Spar_9.200	YIR001C
Scer_9.218	Spar_9.201	YIR002C
Scer_9.219	Spar_9.202	YIR003W
Scer_9.220	Spar_9.203	YIR004W
Scer_9.221	Spar_9.204	YIR005W
Scer_9.222	Spar_9.205	YIR006C
Scer_9.224	Spar_9.208	Kwal_55.21012
Scer_9.225	Spar_9.209	YIR008C
Scer_9.226	Spar_9.210	YIR009W
Scer_9.227	Spar_9.211	YIR010W
Scer_9.228	Spar_9.212	YIR011C
Scer_9.229	Spar_9.213	YIR012W
Scer_9.230	Spar_9.214	YIR013C
Scer_9.231	Spar_9.215	YIR014W
Scer_9.232	Spar_9.216	YIR015W
Scer_9.233	Spar_9.217	YIR016W
Scer_9.234	Spar_9.218	YIR017C
Scer_9.235	Spar_9.219	YIR018W
Scer_9.237	Spar_9.220	YIR019C
Scer_9.240	Spar_9.226	YIR021W
Scer_9.242	Spar_9.228	YIR022W
Scer_9.243	Spar_9.229	YIR023W
Scer_9.244	Spar_9.230	YIR024C
Scer_9.245	Spar_9.231	YIR025W
Scer_9.246	Spar_9.232	YIR026C
Scer_9.247	Spar_9.233	YIR027C
Scer_9.248	Spar_9.234	YIR028W
Scer_9.249	Spar_9.235	YIR029W
Scer_9.250	Spar_9.236	YIR030C
Scer_9.251	Spar_9.238	YIR031C
Scer_9.252	Spar_9.239	YIR032C
Scer_9.253	Spar_9.240	YIR033W
Scer_9.254	Spar_9.241	YIR034C
Scer_9.255	Spar_9.242	YIR035C
Scer_9.256	Spar_9.243	YIR036C
Scer_9.257	Spar_9.244	YIR037W
Scer_9.258	Spar_9.245	YIR038C
Scer_10.23	Spar_10.23	YJL210W
Scer_10.24	Spar_10.24	YJL209W
Scer_10.25	Spar_10.25	YJL208C
Scer_10.26	Spar_10.26	YJL207C
Scer_10.27	Spar_10.27	YJL206C
Scer_10.29	Spar_10.28	NA
Scer_10.30	Spar_10.29	YJL204C
Scer_10.31	Spar_10.30	YJL203W
Scer_10.32	Spar_10.32	YJL201W
Scer_10.33	Spar_10.33	YJL200C
Scer_10.37	Spar_10.36	YJL198W
Scer_10.38	Spar_10.37	Kwal_33.13628
Scer_10.39	Spar_10.38	YJL196C
Scer_10.40	Spar_10.39	YJL194W
